agent,env_id,mode,human,seed,success_rate,mean_reward,std_reward,train_seconds
PPO,MiniGrid-LavaGapS7-v0,naive,Realistic,999,0.18,0.25753494476239536,0.46630410422240065,3618.42
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticLow,42,0.14,0.1871579407240342,0.3954819429172472,279.83
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticLow,123,0.2,0.2841974588040862,0.4622364684503252,286.06
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticLow,456,0.2,0.2773792830288627,0.4644207647158285,292.21
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticLow,789,0.18,0.30296790955668684,0.40982178771687006,270.99
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticLow,999,0.14,0.20121921518754035,0.4156698092368783,272.82
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticHigh,42,0.0,5.891999999999985,0.5723076095946984,261.63
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticHigh,123,0.0,5.961999999999986,0.5429143578871329,271.07
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticHigh,456,0.0,5.907999999999987,0.4886061808859956,288.89
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticHigh,789,0.0,5.877999999999987,0.6290596156168325,279.86
PPO,MiniGrid-LavaGapS7-v0,ema,StochasticHigh,999,0.0,5.871999999999987,0.6036687833572293,268.19
PPO,MiniGrid-LavaGapS7-v0,ema,Adversarial,42,0.0,8.245374249635418,0.7864725014205556,259.33
PPO,MiniGrid-LavaGapS7-v0,ema,Adversarial,123,0.0,8.864570875493321,0.6024460745296741,276.85
PPO,MiniGrid-LavaGapS7-v0,ema,Adversarial,456,0.0,9.800000000000004,0.0,253.58
PPO,MiniGrid-LavaGapS7-v0,ema,Adversarial,789,0.0,9.800000000000004,0.0,234.52
PPO,MiniGrid-LavaGapS7-v0,ema,Adversarial,999,0.0,9.800000000000004,0.0,123.72
PPO,MiniGrid-LavaGapS7-v0,ema,DistanceNoise,42,0.16,0.20332302494320462,0.4308571507988181,124.41
PPO,MiniGrid-LavaGapS7-v0,ema,DistanceNoise,123,0.24,0.3096413032931184,0.49903842783365016,135.85
PPO,MiniGrid-LavaGapS7-v0,ema,DistanceNoise,456,0.18,0.21632908896520908,0.4313538611036641,137.25
PPO,MiniGrid-LavaGapS7-v0,ema,DistanceNoise,789,0.24,0.29284104785203774,0.4972738837288832,4339.15
PPO,MiniGrid-LavaGapS7-v0,ema,DistanceNoise,999,0.2,0.2229099628898903,0.41784339994405534,221.14
PPO,MiniGrid-LavaGapS7-v0,ema,Fatigue,42,0.8,0.9690316504031504,0.45709106531516036,216.7
PPO,MiniGrid-LavaGapS7-v0,ema,Fatigue,123,0.14,0.2171140126907461,0.43140245031363805,215.61
PPO,MiniGrid-LavaGapS7-v0,ema,Fatigue,456,0.12,0.20002242426600658,0.4041403035858143,214.81
PPO,MiniGrid-LavaGapS7-v0,ema,Fatigue,789,0.24,0.3423519793378235,0.5195455926440001,218.67
PPO,MiniGrid-LavaGapS7-v0,ema,Fatigue,999,0.16,0.24078227147964396,0.45551583604574414,26347.48
PPO,MiniGrid-LavaGapS7-v0,ema,Realistic,42,0.3,0.38870158120206233,0.5557162325194808,387.13
PPO,MiniGrid-LavaGapS7-v0,ema,Realistic,123,0.2,0.2312470513755857,0.4469910384757331,293.92
PPO,MiniGrid-LavaGapS7-v0,ema,Realistic,456,0.18,0.22651431261768146,0.43876894928574667,299.49
PPO,MiniGrid-LavaGapS7-v0,ema,Realistic,789,0.22,0.25501088979983194,0.47479444365556434,299.63
PPO,MiniGrid-LavaGapS7-v0,ema,Realistic,999,0.18,0.22661544918461307,0.44564636797393636,19497.3
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticLow,42,0.18,0.2805850407857012,0.5122025928895707,311.27
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticLow,123,0.08,0.15125336443037274,0.3421063107694754,307.22
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticLow,456,0.62,0.014173015396665772,3.4928131004940917,325.74
